valeur, temps
1540, 31.000000
1541, 31.000000
1542, 31.000000
1543, 31.000000
1544, 205.000000
1545, 32.000000
1546, 31.000000
1547, 30.000000
1548, 31.000000
1549, 31.000000
1550, 30.000000
1551, 31.000000
1552, 31.000000
1553, 30.000000
1554, 32.000000
1555, 31.000000
1556, 31.000000
1557, 31.000000
1558, 30.000000
1559, 32.000000
1560, 42.000000
1561, 32.000000
1562, 32.000000
1563, 31.000000
1564, 31.000000
1565, 31.000000
1566, 30.000000
1567, 31.000000
1568, 31.000000
1569, 31.000000
1570, 31.000000
1571, 31.000000
1572, 31.000000
1573, 31.000000
1574, 32.000000
1575, 31.000000
1576, 32.000000
1577, 30.000000
1578, 31.000000
1579, 32.000000
1580, 30.000000
1581, 32.000000
1582, 31.000000
1583, 31.000000
1584, 33.000000
1585, 31.000000
1586, 204.000000
1587, 31.000000
1588, 31.000000
1589, 34.000000
1590, 31.000000
1591, 32.000000
1592, 31.000000
1593, 30.000000
1594, 33.000000
1595, 31.000000
1596, 32.000000
1597, 32.000000
1598, 31.000000
1599, 32.000000
1600, 33.000000
1601, 31.000000
1602, 32.000000
1603, 30.000000
1604, 31.000000
1605, 33.000000
1606, 31.000000
1607, 32.000000
1608, 31.000000
1609, 32.000000
1610, 32.000000
1611, 32.000000
1612, 33.000000
1613, 32.000000
1614, 32.000000
1615, 33.000000
1616, 31.000000
1617, 32.000000
1618, 32.000000
1619, 32.000000
1620, 33.000000
1621, 31.000000
1622, 32.000000
1623, 32.000000
1624, 32.000000
1625, 34.000000
1626, 33.000000
1627, 208.000000
1628, 33.000000
1629, 33.000000
1630, 32.000000
1631, 31.000000
1632, 33.000000
1633, 33.000000
1634, 34.000000
1635, 32.000000
1636, 32.000000
1637, 42.000000
1638, 34.000000
1639, 34.000000
1640, 33.000000
1641, 32.000000
1642, 32.000000
1643, 31.000000
1644, 34.000000
1645, 33.000000
1646, 33.000000
1647, 32.000000
1648, 31.000000
1649, 34.000000
1650, 32.000000
1651, 32.000000
1652, 33.000000
1653, 33.000000
1654, 34.000000
1655, 32.000000
1656, 32.000000
1657, 33.000000
1658, 31.000000
1659, 34.000000
1660, 53.000000
1661, 33.000000
1662, 33.000000
1663, 33.000000
1664, 35.000000
